attribute_0,avg_marks,min_marks,max_marks,surrounding_environment,level_of_comfortable_zone_for_student,university_contribution_in_paper_setting,stud_contribution_in_fighting_for_exam,stud_teacher_contribution_in_learning,gender,location,pg_sem_2,pg_sem_3,travel_time,study_hours,classattentiveness,extratutions,teachinglearninggap,examenvironment,ownstudynotes,time_on_socialmedia,use_online_course,familymotivation,expertmotivation,friendsmotivation,health_issues,inappropriate_yllabus,family_responsiblities,festival_holidays,financial_status,incentive_programs,exam_stress,overall_pg_performance,pg_sem_4_10_classes,pg_class_coded,pg_class_coded_cat
418.0,101.6,56.7,92.7,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.13,66.99,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2
419.0,106.0,60.0,96.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,72.43,70.29,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,7.0,3
420.0,103.6666667,58.25,94.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.68,68.54,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2
421.0,69.66666667,48.5,56.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.215,66.93,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
422.0,69.71428571,48.53571429,56.03571429,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.25071429,66.96571429,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
423.0,76.46666667,53.6,61.1,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.315,72.03,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
424.0,77.0,54.0,61.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.715,72.43,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
425.0,77.66666667,54.5,62.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.215,72.93,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
426.0,77.88888889,54.66666667,62.16666667,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.38166667,73.09666667,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
427.0,77.74074074,54.55555556,62.05555556,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.27055556,72.98555556,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
428.0,78.66666667,55.25,62.75,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.965,73.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
429.0,84.0,59.25,66.75,6.0,9.0,5.0,4.0,5.0,1.0,1.0,78.965,77.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
430.0,78.66666667,55.25,62.75,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.965,73.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
431.0,78.66666667,55.25,62.75,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.965,73.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
432.0,78.47619048,55.10714286,62.60714286,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.82214286,73.53714286,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
433.0,78.51851852,55.13888889,62.63888889,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.85388889,73.56888889,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
434.0,78.53333333,55.15,62.65,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.865,73.58,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
435.0,84.33333333,59.5,67.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,79.215,77.93,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
436.0,79.44444444,55.83333333,63.33333333,6.0,9.0,5.0,4.0,5.0,1.0,1.0,75.54833333,74.26333333,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
437.0,79.26666667,55.7,63.2,6.0,9.0,5.0,4.0,5.0,1.0,1.0,75.415,74.13,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
438.0,83.66666667,59.0,66.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,78.715,77.43,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
439.0,81.33333333,57.25,64.75,6.0,9.0,5.0,4.0,5.0,1.0,1.0,76.965,75.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
440.0,67.0,45.5,52.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,64.21,60.79,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,1
441.0,67.04761905,45.53571429,52.53571429,6.0,9.0,5.0,4.0,5.0,1.0,1.0,64.24571429,60.82571429,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,1
442.0,73.8,50.6,57.6,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.31,65.89,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
443.0,74.33333333,51.0,58.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.71,66.29,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
444.0,75.0,51.5,58.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.21,66.79,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
445.0,75.22222222,51.66666667,58.66666667,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.37666667,66.95666667,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
446.0,75.07407407,51.55555556,58.55555556,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.26555556,66.84555556,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
447.0,76.0,52.25,59.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.96,67.54,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
448.0,81.33333333,56.25,63.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.96,71.54,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
449.0,76.0,52.25,59.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.96,67.54,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
450.0,76.0,52.25,59.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.96,67.54,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
451.0,75.80952381,52.10714286,59.10714286,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.81714286,67.39714286,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
452.0,75.85185185,52.13888889,59.13888889,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.84888889,67.42888889,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
453.0,75.86666667,52.15,59.15,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.86,67.44,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
454.0,81.66666667,56.5,63.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,75.21,71.79,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
455.0,76.77777778,52.83333333,59.83333333,6.0,9.0,5.0,4.0,5.0,1.0,1.0,71.54333333,68.12333333,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
456.0,76.6,52.7,59.7,6.0,9.0,5.0,4.0,5.0,1.0,1.0,71.41,67.99,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
457.0,81.0,56.0,63.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,74.71,71.29,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
458.0,78.66666667,54.25,61.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,72.96,69.54,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,2
459.0,62.33333333,35.5,53.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,62.79,54.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,1
460.0,62.38095238,35.53571429,53.53571429,6.0,9.0,5.0,4.0,5.0,1.0,1.0,62.82571429,54.67571429,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,1
461.0,69.13333333,40.6,58.6,6.0,9.0,5.0,4.0,5.0,1.0,1.0,67.89,59.74,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
462.0,69.66666667,41.0,59.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.29,60.14,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
463.0,70.33333333,41.5,59.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.79,60.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
464.0,70.55555556,41.66666667,59.66666667,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.95666667,60.80666667,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
465.0,70.40740741,41.55555556,59.55555556,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.84555556,60.69555556,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
466.0,71.33333333,42.25,60.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.54,61.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
467.0,76.66666667,46.25,64.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.54,65.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
468.0,71.33333333,42.25,60.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.54,61.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
469.0,71.14285714,42.10714286,60.10714286,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.39714286,61.24714286,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
470.0,71.18518519,42.13888889,60.13888889,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.42888889,61.27888889,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
471.0,71.2,42.15,60.15,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.44,61.29,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
472.0,77.0,46.5,64.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.79,65.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
473.0,72.11111111,42.83333333,60.83333333,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.12333333,61.97333333,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
474.0,71.93333333,42.7,60.7,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.99,61.84,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
475.0,76.33333333,46.0,64.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.29,65.14,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
476.0,74.0,44.25,62.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,71.54,63.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
477.0,68.66666667,48.5,54.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,62.715,68.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
478.0,68.71428571,48.53571429,54.53571429,6.0,9.0,5.0,4.0,5.0,1.0,1.0,62.75071429,68.67571429,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
479.0,75.46666667,53.6,59.6,6.0,9.0,5.0,4.0,5.0,1.0,1.0,67.815,73.74,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
480.0,76.0,54.0,60.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.215,74.14,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
481.0,76.66666667,54.5,60.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.715,74.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
482.0,76.88888889,54.66666667,60.66666667,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.88166667,74.80666667,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
483.0,76.74074074,54.55555556,60.55555556,6.0,9.0,5.0,4.0,5.0,1.0,1.0,68.77055556,74.69555556,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
484.0,77.66666667,55.25,61.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.465,75.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
485.0,83.0,59.25,65.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.465,79.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,3
486.0,77.66666667,55.25,61.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.465,75.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
487.0,77.66666667,55.25,61.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.465,75.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
488.0,77.47619048,55.10714286,61.10714286,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.32214286,75.24714286,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
489.0,77.51851852,55.13888889,61.13888889,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.35388889,75.27888889,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
490.0,77.53333333,55.15,61.15,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.365,75.29,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
491.0,83.33333333,59.5,65.5,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.715,79.64,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,3
492.0,78.44444444,55.83333333,61.83333333,6.0,9.0,5.0,4.0,5.0,1.0,1.0,70.04833333,75.97333333,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
493.0,78.26666667,55.7,61.7,6.0,9.0,5.0,4.0,5.0,1.0,1.0,69.915,75.84,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
494.0,82.66666667,59.0,65.0,6.0,9.0,5.0,4.0,5.0,1.0,1.0,73.215,79.14,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,3
495.0,80.33333333,57.25,63.25,6.0,9.0,5.0,4.0,5.0,1.0,1.0,71.465,77.39,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2
496.0,75.33333333,51.5,63.5,6.0,6.0,2.0,2.0,2.0,1.0,1.0,59.64,63.07,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1
497.0,75.38095238,51.53571429,63.53571429,6.0,6.0,2.0,2.0,2.0,1.0,1.0,59.67571429,63.10571429,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1
498.0,82.13333333,56.6,68.6,6.0,6.0,2.0,2.0,2.0,1.0,1.0,64.74,68.17,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
499.0,82.66666667,57.0,69.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,65.14,68.57,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
500.0,83.33333333,57.5,69.5,6.0,6.0,2.0,2.0,2.0,1.0,1.0,65.64,69.07,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
501.0,83.55555556,57.66666667,69.66666667,6.0,6.0,2.0,2.0,2.0,1.0,1.0,65.80666667,69.23666667,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
502.0,83.40740741,57.55555556,69.55555556,6.0,6.0,2.0,2.0,2.0,1.0,1.0,65.69555556,69.12555556,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
503.0,84.33333333,58.25,70.25,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.39,69.82,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
504.0,89.66666667,62.25,74.25,6.0,6.0,2.0,2.0,2.0,1.0,1.0,70.39,73.82,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
505.0,84.33333333,58.25,70.25,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.39,69.82,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
506.0,84.14285714,58.10714286,70.10714286,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.24714286,69.67714286,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
507.0,84.18518519,58.13888889,70.13888889,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.27888889,69.70888889,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
508.0,84.2,58.15,70.15,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.29,69.72,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
509.0,90.0,62.5,74.5,6.0,6.0,2.0,2.0,2.0,1.0,1.0,70.64,74.07,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
510.0,85.11111111,58.83333333,70.83333333,6.0,6.0,2.0,2.0,2.0,1.0,1.0,66.97333333,70.40333333,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
